learner_id,signup_date,age,city_tier,education,hours_per_week_pledged,weekly_logins_avg,assignments_submitted,forum_posts,video_watch_pct,has_mentor,device,referral_source,payment_plan,days_since_last_login,certificate_issued,final_score,notes,completed_course,days_since_last_login_invalid
L-01250,2026-03-03,18.0,1,High School,9.4,5.59,7,7,100.0,1.0,Laptop,school_partner,scholarship,1.0,Y,73.3,,1.0,0
L-02128,2026-05-18,15.0,1,High School,11.2,1.79,1,2,8.5,1.0,Mobile,school_partner,scholarship,12.0,FALSE,,follow up next intake,0.0,1
L-01120,2026-03-26,21.0,3,High School,6.1,3.65,0,4,45.5,0.0,Laptop,youtube,scholarship,16.0,N,,-,0.0,0
L-00694,2026-05-19,18.0,2,Other,8.1,2.44,5,2,37.0,0.0,Mobile,friend,paid,13.0,0,,follow up next intake,0.0,0
L-01236,2026-03-24,19.0,2,High School,5.5,0.72,4,2,87.0,0.0,Mobile,youtube,free,11.0,N,,requested extension,0.0,0
L-00827,2026-03-22,22.0,1,High School,5.7,2.97,0,2,1.4,0.0,Mobile,school_partner,paid,12.0,0,45.1,asked about certificate,0.0,1
L-02669,2026-03-05,15.0,1,Masters,5.2,3.43,5,2,39.0,0.0,Mobile,instagram,free,2.0,0,,,0.0,0
L-01237,2026-06-27,22.0,2,Masters,9.4,3.05,0,2,43.8,0.0,Mobile,youtube,paid,17.0,no,47.3,,0.0,0
L-02029,2026-04-18,19.0,2,Diploma,1.1,3.27,3,1,24.1,0.0,Laptop,friend,free,12.0,FALSE,,follow up next intake,0.0,1
L-02432,2026-06-02,23.0,2,Bachelors,1.0,4.42,9,5,75.6,1.0,Laptop,instagram,paid,7.0,TRUE,87.8,duplicate?  check,1.0,0
L-02769,2026-06-08,23.0,1,Other,7.7,4.41,10,3,61.7,0.0,Mobile,youtube,paid,8.0,Y,65.5,-,1.0,0
L-02490,2026-05-12,21.0,2,Bachelors,2.3,4.73,2,0,37.9,1.0,Mobile,ngo_outreach,free,20.0,no,,,0.0,0
L-02375,2026-06-15,23.0,2,High School,8.3,3.48,4,6,45.4,1.0,Laptop,other,free,12.0,FALSE,,,0.0,0
L-00278,2026-03-09,25.0,1,High School,7.6,1.44,4,4,43.6,1.0,Mobile,instagram,paid,12.0,N,,duplicate?  check,0.0,1
L-02245,2026-04-13,25.0,3,Bachelors,4.9,2.87,0,2,2.1,0.0,Mobile,school_partner,paid,11.0,No,,,0.0,0
L-01449,2026-06-17,26.0,1,Bachelors,13.5,2.62,1,1,61.4,1.0,Desktop,school_partner,scholarship,4.0,Yes,81.4,asked about certificate,1.0,0
L-02101,2026-01-22,21.0,1,Bachelors,2.6,2.57,4,3,63.8,1.0,Laptop,ngo_outreach,paid,20.0,no,,,0.0,0
L-00137,2026-05-28,21.0,3,Diploma,8.1,3.85,3,4,29.2,0.0,Mobile,school_partner,scholarship,12.0,no,,,0.0,1
L-02387,2026-06-25,15.0,3,High School,3.9,2.85,3,2,39.0,1.0,Mobile,instagram,scholarship,12.0,N,47.6,follow up next intake,0.0,1
L-01488,2026-02-19,21.0,2,High School,10.1,5.61,5,4,39.5,0.0,Mobile,instagram,scholarship,16.0,yes,72.1,,1.0,0
L-01698,2026-04-19,18.0,1,Bachelors,6.1,3.39,8,5,36.9,1.0,Mobile,friend,paid,12.0,Yes,84.0,,1.0,1
L-00256,2026-03-15,23.0,2,High School,6.3,4.11,4,3,63.8,0.0,Laptop,friend,free,13.0,no,,,0.0,0
L-01835,2026-02-17,25.0,1,Masters,7.1,3.32,7,5,59.7,0.0,Mobile,school_partner,free,16.0,Yes,78.7,,1.0,0
L-00048,2026-04-21,16.0,1,High School,7.8,4.65,7,6,45.5,1.0,Desktop,friend,free,16.0,TRUE,21.1,,0.0,0
L-01617,2026-05-28,28.0,2,Bachelors,7.1,0.4,0,10,1.8,0.0,Mobile,youtube,free,12.0,no,,follow up next intake,0.0,1
L-00446,2026-06-23,21.0,2,Bachelors,7.1,3.31,6,8,81.9,0.0,Mobile,ngo_outreach,scholarship,3.0,1,71.6,,1.0,0
L-02221,2026-02-28,22.0,3,High School,3.0,3.41,2,0,44.2,0.0,Mobile,school_partner,free,12.0,N,37.5,duplicate?  check,0.0,1
L-01172,2026-06-02,17.0,3,Other,1.0,4.81,9,5,60.7,0.0,Laptop,other,paid,2.0,yes,77.3,follow up next intake,1.0,0
L-00181,2026-06-01,21.0,2,Masters,11.3,3.56,6,2,65.3,0.0,Mobile,other,free,12.0,0,,called on phone,0.0,1
L-01124,2026-03-04,22.0,3,Bachelors,4.3,2.59,2,0,33.7,0.0,Desktop,friend,paid,12.0,N,,,0.0,1
L-00962,2026-02-24,16.0,2,Masters,8.9,4.6,9,0,79.6,0.0,Mobile,school_partner,free,8.0,No,,duplicate?  check,0.0,0
L-02579,2026-06-13,17.0,2,Unknown,6.0,1.35,6,4,37.7,1.0,Mobile,instagram,scholarship,12.0,Yes,69.9,-,1.0,1
L-00958,2026-04-02,20.0,2,Masters,10.3,2.59,4,4,3.6,0.0,Desktop,instagram,free,12.0,N,,,0.0,1
L-01465,2026-06-19,20.0,3,Diploma,11.9,3.16,8,6,62.5,1.0,Laptop,friend,free,12.0,Yes,48.8,called on phone,1.0,1
L-00332,2026-01-10,23.0,3,High School,5.9,0.0,6,5,59.5,0.0,Laptop,friend,paid,12.0,FALSE,,,0.0,0
L-01369,2026-06-09,20.0,3,High School,10.5,2.98,3,2,48.1,0.0,Laptop,school_partner,free,21.0,1,68.6,,1.0,0
L-01014,2026-05-27,17.0,1,Bachelors,7.1,4.0,3,2,44.7,0.0,Mobile,youtube,paid,21.0,TRUE,81.7,,1.0,0
L-00823,2026-02-02,15.0,2,Unknown,4.2,0.0,2,5,0.0,0.0,Tablet,youtube,paid,12.0,no,,,0.0,1
L-00459,2026-04-08,21.0,1,Diploma,3.7,2.58,1,1,20.4,1.0,Laptop,instagram,scholarship,12.0,FALSE,,,0.0,1
L-01428,2026-01-24,22.0,2,Bachelors,8.7,3.23,3,1,3.5,0.0,Mobile,school_partner,free,12.0,no,,,0.0,1
L-00672,2026-01-26,16.0,3,High School,10.5,4.55,6,4,13.9,0.0,Mobile,instagram,paid,2.0,0,34.6,,0.0,0
L-00501,2026-05-01,23.0,Unknown,Masters,13.6,5.56,5,4,32.6,0.0,Desktop,instagram,free,12.0,No,,asked about certificate,0.0,1
L-02355,2026-04-16,18.0,1,Bachelors,1.9,1.39,5,0,50.2,1.0,Desktop,friend,free,16.0,1,78.2,,1.0,0
L-02647,2026-03-04,22.0,3,Bachelors,1.0,5.62,6,6,62.7,-1.0,Mobile,instagram,free,16.0,1,74.3,,1.0,0
L-01440,2026-05-05,17.0,1,Bachelors,4.6,3.97,4,7,44.0,0.0,Mobile,school_partner,free,12.0,0,,,0.0,1
L-02179,2026-03-06,20.0,1,Diploma,4.5,1.22,5,2,65.2,0.0,Desktop,school_partner,paid,12.0,N,,requested extension,0.0,1
L-00800,2026-04-22,20.0,3,Bachelors,11.3,3.6,8,5,45.5,1.0,Mobile,friend,scholarship,7.0,Y,67.5,,1.0,0
L-02424,2026-05-22,22.0,1,Unknown,6.2,4.66,4,5,55.7,0.0,Laptop,instagram,free,13.0,Y,72.7,,1.0,0
L-01906,2026-03-13,22.0,2,Bachelors,13.7,4.36,6,5,74.3,1.0,Laptop,ngo_outreach,scholarship,16.0,1,83.4,,1.0,0
L-01464,2026-05-09,21.0,3,High School,12.8,4.53,5,4,45.5,1.0,Mobile,instagram,free,19.0,yes,83.6,,1.0,0
L-00308,2026-06-28,21.0,2,High School,5.1,3.78,5,2,31.6,0.0,Mobile,ngo_outreach,free,14.0,0,,duplicate?  check,0.0,0
L-01158,2026-01-08,22.0,3,Bachelors,5.4,3.13,1,1,8.1,0.0,Mobile,friend,free,5.0,N,,,0.0,0
L-01737,2026-03-03,23.0,2,High School,13.2,0.26,1,0,0.0,1.0,Mobile,friend,free,12.0,No,,,0.0,1
L-01482,2026-03-26,23.0,2,High School,1.0,2.4,0,3,0.0,1.0,Laptop,ngo_outreach,scholarship,12.0,N,,,0.0,1
L-01108,2026-04-19,21.0,3,High School,5.3,3.09,5,0,45.7,0.0,Mobile,instagram,scholarship,12.0,Yes,80.4,,1.0,1
L-00258,2026-03-14,25.0,3,Bachelors,4.3,5.01,6,6,100.0,0.0,Laptop,friend,free,6.0,1,74.4,-,1.0,0
L-00676,2026-01-13,22.0,3,Diploma,7.1,3.3,5,6,41.3,0.0,Laptop,friend,free,12.0,no,,asked about certificate,0.0,1
L-00193,2026-06-04,35.0,3,Bachelors,1.5,6.23,6,5,63.8,0.0,Mobile,school_partner,free,12.0,1,79.0,follow up next intake,1.0,1
L-01421,2026-01-09,23.0,1,Bachelors,8.8,5.31,3,7,22.8,0.0,Mobile,friend,free,15.0,N,,follow up next intake,0.0,0
L-02284,2026-02-17,17.0,1,Diploma,7.4,3.56,3,5,7.2,0.0,Mobile,instagram,free,20.0,0,,,0.0,0
L-01958,2026-01-22,15.0,2,Bachelors,9.0,2.66,3,1,58.3,1.0,Laptop,other,scholarship,19.0,no,,follow up next intake,0.0,0
L-01304,2026-04-10,15.0,3,High School,1.8,5.44,5,2,79.7,0.0,Mobile,other,free,15.0,no,,,0.0,0
L-02534,2026-01-20,25.0,2,Bachelors,7.8,2.63,5,2,45.5,0.0,Laptop,friend,paid,14.0,0,,follow up next intake,0.0,0
L-01393,2026-02-17,16.0,1,Bachelors,8.0,2.97,4,3,23.3,0.0,Desktop,instagram,free,12.0,Y,41.7,,0.0,1
L-02074,2026-06-14,18.0,2,High School,4.3,3.97,1,1,35.5,1.0,Laptop,ngo_outreach,paid,12.0,Y,51.2,-,1.0,1
L-02663,2026-03-12,24.0,1,Unknown,9.8,0.0,0,5,17.8,0.0,Tablet,instagram,free,16.0,no,,,0.0,0
L-02604,2026-01-14,23.0,2,High School,3.5,3.96,6,2,45.5,0.0,Mobile,other,free,1.0,No,48.4,-,0.0,0
L-01984,2026-01-19,17.0,1,High School,5.4,5.95,7,6,85.2,0.0,Mobile,friend,free,5.0,TRUE,75.2,requested extension,1.0,0
L-01372,2026-06-17,23.0,1,Diploma,6.7,3.94,4,1,0.0,1.0,Desktop,school_partner,paid,11.0,Y,34.3,called on phone,0.0,0
L-01582,2026-02-27,18.0,2,Bachelors,8.2,2.71,1,2,67.9,1.0,Mobile,friend,paid,10.0,N,,,0.0,0
L-01975,2026-01-18,22.0,1,Unknown,8.8,3.75,2,2,61.1,1.0,Laptop,ngo_outreach,scholarship,12.0,No,,,0.0,1
L-01600,2026-03-07,15.0,Unknown,High School,6.0,2.78,3,3,33.4,1.0,Mobile,school_partner,free,12.0,FALSE,,follow up next intake,0.0,1
L-02199,2026-02-24,21.0,1,High School,2.8,4.2,2,1,67.4,1.0,Mobile,school_partner,free,12.0,Y,81.5,,1.0,1
L-02158,2026-02-27,18.0,1,Bachelors,5.6,4.78,3,5,82.4,0.0,Laptop,friend,free,12.0,no,,-,0.0,1
L-00089,2026-02-15,18.0,2,High School,9.5,2.09,0,3,60.7,0.0,Mobile,friend,scholarship,12.0,N,42.2,follow up next intake,0.0,1
L-02716,2026-02-05,15.0,2,Unknown,3.4,1.28,3,5,35.1,0.0,Mobile,other,free,12.0,N,,asked about certificate,0.0,1
L-00023,2026-03-14,24.0,Unknown,Masters,4.9,0.41,0,5,38.7,0.0,Laptop,instagram,free,12.0,FALSE,,,0.0,1
L-02456,2026-02-16,26.0,1,Bachelors,7.7,5.59,8,1,24.1,0.0,Desktop,youtube,free,14.0,Y,72.8,,1.0,0
L-02548,2026-04-08,19.0,3,High School,2.5,1.15,4,4,64.8,0.0,Mobile,friend,paid,12.0,yes,79.7,called on phone,1.0,1
L-02402,2026-01-20,19.0,3,Bachelors,8.1,2.61,3,4,42.5,1.0,Desktop,ngo_outreach,scholarship,19.0,0,,,0.0,0
L-00770,2026-06-24,23.0,1,Bachelors,11.6,6.41,5,5,75.3,1.0,Mobile,school_partner,scholarship,1.0,TRUE,80.3,,1.0,0
L-00112,2026-04-13,24.0,3,Diploma,9.6,4.97,3,7,100.0,1.0,Mobile,other,paid,21.0,Y,69.8,duplicate?  check,1.0,0
L-01499,2026-05-14,23.0,3,Other,7.2,2.0,0,2,35.9,0.0,Tablet,youtube,free,16.0,Yes,65.1,,1.0,0
L-02078,2026-01-07,24.0,2,Masters,3.1,0.26,0,2,45.5,0.0,Tablet,ngo_outreach,free,12.0,No,,,0.0,1
L-01418,2026-05-12,28.0,2,Diploma,15.3,2.15,4,1,43.4,0.0,Desktop,other,scholarship,1.0,N,60.2,,1.0,0
L-02236,2026-02-10,19.0,2,Other,7.5,5.17,6,5,45.0,1.0,Tablet,friend,scholarship,5.0,1,92.3,called on phone,1.0,0
L-00990,2026-04-26,22.0,1,Bachelors,6.9,0.0,4,4,10.6,1.0,Laptop,instagram,free,12.0,no,,,0.0,1
L-02657,2026-06-23,23.0,2,High School,5.9,3.89,4,8,36.4,1.0,Mobile,school_partner,scholarship,12.0,N,,,0.0,1
L-02624,2026-01-04,22.0,3,Masters,5.4,3.13,3,3,49.8,0.0,Laptop,school_partner,scholarship,12.0,no,,,0.0,1
L-02325,2026-01-28,18.0,1,Diploma,3.8,2.13,5,2,41.0,0.0,Laptop,youtube,paid,3.0,N,,,0.0,0
L-02007,2026-04-24,15.0,1,High School,5.7,5.31,3,1,50.3,1.0,Tablet,ngo_outreach,free,8.0,0,,-,0.0,0
L-01752,2026-01-24,20.0,3,Diploma,7.1,4.34,0,5,46.3,1.0,Mobile,instagram,scholarship,12.0,N,,follow up next intake,0.0,1
L-00059,2026-03-16,32.0,1,Bachelors,9.6,3.63,5,4,63.4,0.0,Tablet,youtube,paid,10.0,0,82.3,,1.0,0
L-01892,2026-06-19,28.0,2,Masters,9.0,3.44,7,6,40.3,1.0,Laptop,school_partner,scholarship,5.0,Y,100.0,,1.0,0
L-01211,2026-02-13,22.0,1,High School,7.8,3.67,8,0,35.5,0.0,Mobile,instagram,free,9.0,yes,79.9,asked about certificate,1.0,0
L-01129,2026-06-16,27.0,3,High School,10.3,2.83,2,3,35.1,0.0,Mobile,school_partner,free,12.0,no,,-,0.0,1
L-00440,2026-03-16,24.0,1,Diploma,3.7,1.21,1,0,38.6,0.0,Mobile,instagram,scholarship,12.0,FALSE,,duplicate?  check,0.0,1
L-02230,2026-04-09,20.0,2,High School,6.4,3.18,3,2,7.5,1.0,Laptop,school_partner,free,20.0,N,,duplicate?  check,0.0,0
L-01713,2026-05-23,15.0,2,High School,6.6,3.76,4,2,16.8,0.0,Laptop,ngo_outreach,scholarship,2.0,No,,,0.0,0
L-01946,2026-05-26,23.0,2,Bachelors,2.1,1.92,1,4,34.8,0.0,Laptop,ngo_outreach,scholarship,20.0,N,,requested extension,0.0,0
L-00359,2026-05-15,21.0,2,Bachelors,3.2,0.94,0,2,46.0,0.0,Desktop,ngo_outreach,paid,2.0,FALSE,,,0.0,0
L-01734,2026-04-13,22.0,1,Diploma,7.4,1.55,4,4,33.9,1.0,Mobile,school_partner,scholarship,12.0,no,,-,0.0,1
L-01936,2026-02-05,16.0,3,High School,11.1,4.26,6,7,39.4,0.0,Laptop,instagram,free,11.0,yes,88.1,,1.0,0
L-02528,2026-01-10,28.0,1,Diploma,6.5,2.3,9,8,42.5,1.0,Laptop,instagram,free,1.0,Yes,82.2,,1.0,0
L-00908,2026-04-23,19.0,3,High School,4.0,3.89,2,0,80.9,1.0,Laptop,instagram,free,18.0,No,,,0.0,0
L-02118,2026-01-15,22.0,2,High School,10.7,0.93,3,2,60.6,0.0,Mobile,other,free,12.0,No,30.6,duplicate?  check,0.0,1
L-01860,2026-01-13,18.0,2,Diploma,6.3,4.51,4,6,81.4,0.0,Laptop,instagram,paid,4.0,No,,called on phone,0.0,0
L-00433,2026-05-12,24.0,2,High School,11.9,5.02,10,6,45.5,0.0,Mobile,youtube,paid,10.0,TRUE,74.5,,1.0,0
L-01368,2026-06-04,24.0,3,Bachelors,4.7,2.37,1,2,3.6,1.0,Mobile,youtube,scholarship,12.0,No,,,0.0,1
L-02313,2026-04-03,15.0,1,High School,10.3,1.46,0,0,46.2,0.0,Laptop,youtube,free,7.0,0,,requested extension,0.0,0
L-02504,2026-01-04,18.0,2,High School,2.0,0.0,2,2,36.8,0.0,Desktop,friend,scholarship,16.0,No,,,0.0,0
L-00261,2026-06-07,21.0,3,High School,1.7,1.3,0,1,20.7,0.0,Laptop,youtube,free,16.0,0,,duplicate?  check,0.0,0
L-02603,2026-04-26,15.0,2,Bachelors,10.6,5.3,5,3,24.8,1.0,Mobile,ngo_outreach,free,20.0,0,,,0.0,0
L-00002,2026-05-20,22.0,2,Diploma,8.6,3.18,2,3,8.8,0.0,Mobile,friend,paid,13.0,0,,,0.0,0
L-00875,2026-04-03,16.0,1,Bachelors,9.6,0.13,0,0,4.2,0.0,Mobile,instagram,free,12.0,No,28.0,called on phone,0.0,1
L-01068,2026-04-20,23.0,1,Bachelors,6.1,4.76,8,10,59.0,1.0,Laptop,instagram,free,12.0,yes,67.7,follow up next intake,1.0,1
L-02628,2026-04-02,15.0,1,Bachelors,10.6,5.82,4,7,44.3,0.0,Mobile,instagram,scholarship,12.0,FALSE,,,0.0,1
L-00037,2026-03-01,25.0,1,High School,8.8,3.09,3,6,31.0,1.0,Desktop,youtube,free,19.0,Y,71.2,duplicate?  check,1.0,0
L-00884,2026-01-11,17.0,2,Masters,10.0,6.15,1,5,58.4,1.0,Mobile,school_partner,paid,11.0,TRUE,89.0,-,1.0,0
L-00357,2026-03-15,17.0,2,High School,13.7,3.13,6,4,37.4,1.0,Mobile,school_partner,free,9.0,no,49.7,called on phone,0.0,0
L-01444,2026-01-22,18.0,3,High School,11.1,2.21,3,3,0.0,1.0,Mobile,ngo_outreach,free,12.0,0,,,0.0,1
L-02184,2026-03-09,16.0,1,Other,5.9,4.71,5,4,69.6,1.0,Mobile,school_partner,paid,12.0,yes,79.5,called on phone,1.0,1
L-01682,2026-02-09,21.0,2,Unknown,9.4,0.0,0,2,45.5,1.0,Mobile,friend,free,21.0,N,,,0.0,0
L-01355,2026-02-06,19.0,2,Diploma,9.2,5.99,2,7,35.9,1.0,Mobile,other,paid,12.0,N,13.3,-,0.0,1
L-00289,2026-05-07,26.0,2,Masters,5.6,3.13,5,2,46.1,1.0,Laptop,other,free,8.0,Y,68.5,,1.0,0
L-02745,2026-03-21,20.0,1,Other,5.0,2.84,3,2,26.0,0.0,Mobile,instagram,free,10.0,N,,requested extension,0.0,0
L-02785,2026-04-21,27.0,1,Diploma,5.9,3.5,3,0,44.7,1.0,Tablet,instagram,paid,12.0,FALSE,38.7,,0.0,1
L-01697,2026-04-16,20.0,3,Bachelors,6.4,1.0,4,1,44.5,0.0,Mobile,youtube,paid,12.0,N,,,0.0,1
L-01938,2026-03-08,24.0,2,High School,6.5,4.38,5,7,100.0,1.0,Laptop,instagram,free,12.0,1,71.8,,1.0,1
L-02527,2026-06-09,21.0,2,Bachelors,11.4,3.13,6,4,79.4,0.0,Mobile,friend,free,12.0,FALSE,,,0.0,1
L-01002,2026-02-12,21.0,1,High School,9.5,1.0,0,2,0.0,0.0,Mobile,friend,free,12.0,no,,,0.0,1
L-02458,2026-04-20,30.0,1,High School,2.9,3.59,4,1,47.9,0.0,Tablet,instagram,free,17.0,yes,82.8,-,1.0,0
L-00826,2026-05-10,19.0,2,High School,15.4,2.3,3,3,5.2,1.0,Mobile,school_partner,scholarship,12.0,0,,-,0.0,1
L-01057,2026-06-27,23.0,2,Unknown,7.2,0.94,0,2,18.4,0.0,Tablet,instagram,scholarship,12.0,no,,,0.0,1
L-00747,2026-06-09,16.0,1,Bachelors,8.1,1.47,3,3,66.2,1.0,Desktop,ngo_outreach,scholarship,14.0,0,,,0.0,0
L-02643,2026-04-12,16.0,2,High School,1.0,2.08,0,2,45.7,0.0,Laptop,instagram,paid,12.0,FALSE,,follow up next intake,0.0,1
L-00744,2026-01-04,15.0,Unknown,High School,5.6,2.37,0,4,0.0,0.0,Laptop,instagram,free,12.0,No,62.0,called on phone,0.0,1
L-01689,2026-06-07,28.0,2,High School,2.5,1.71,3,2,62.8,1.0,Mobile,friend,scholarship,12.0,1,83.7,asked about certificate,1.0,1
L-00768,2026-03-10,18.0,2,Other,5.7,3.66,6,9,68.1,0.0,Laptop,other,scholarship,19.0,No,,follow up next intake,0.0,0
L-02136,2026-02-08,19.0,1,Bachelors,13.6,3.47,1,6,39.0,1.0,Mobile,instagram,scholarship,9.0,0,,,0.0,0
L-02193,2026-03-06,20.0,2,High School,7.9,2.59,4,0,36.3,0.0,Mobile,youtube,paid,16.0,1,72.2,,1.0,0
L-01216,2026-01-04,21.0,2,High School,2.6,2.91,4,0,62.0,0.0,Desktop,other,paid,12.0,Y,76.0,called on phone,1.0,1
L-01971,2026-06-12,23.0,3,Bachelors,3.4,4.08,0,2,45.5,0.0,Laptop,school_partner,paid,13.0,0,,,0.0,0
L-02051,2026-05-25,26.0,3,Bachelors,9.5,2.42,4,3,26.5,0.0,Desktop,instagram,scholarship,11.0,no,,asked about certificate,0.0,0
L-00295,2026-04-08,23.0,1,High School,2.0,1.56,0,6,45.5,1.0,Mobile,school_partner,paid,12.0,N,,duplicate?  check,0.0,1
L-00075,2026-05-14,17.0,1,Bachelors,4.8,0.11,0,2,55.6,0.0,Laptop,instagram,scholarship,12.0,FALSE,,,0.0,1
L-01046,2026-04-10,23.0,2,Diploma,9.2,3.81,6,6,35.1,0.0,Desktop,school_partner,paid,9.0,FALSE,60.7,requested extension,0.0,0
L-02249,2026-05-15,23.0,2,High School,6.1,4.7,5,4,93.4,0.0,Mobile,friend,paid,11.0,no,,,0.0,0
L-00998,2026-03-12,15.0,2,Bachelors,11.5,2.47,3,6,63.2,-1.0,Mobile,friend,scholarship,13.0,N,,-,0.0,0
L-02075,2026-02-11,15.0,3,Bachelors,6.6,3.19,5,1,67.5,0.0,Laptop,other,scholarship,12.0,Y,58.8,requested extension,1.0,1
L-01782,2026-04-01,15.0,2,Bachelors,6.2,3.76,1,2,66.1,0.0,Laptop,ngo_outreach,paid,21.0,yes,79.4,,1.0,0
L-00106,2026-04-12,21.0,3,Masters,1.1,4.07,0,4,46.9,1.0,Mobile,school_partner,free,12.0,No,,called on phone,0.0,1
L-02059,2026-02-17,23.0,2,High School,3.4,2.1,3,1,29.4,1.0,Desktop,ngo_outreach,scholarship,12.0,FALSE,,,0.0,1
L-00017,2026-05-04,29.0,Unknown,Unknown,7.7,3.13,7,5,100.0,0.0,Mobile,ngo_outreach,scholarship,16.0,0,54.7,called on phone,0.0,0
L-02049,2026-01-04,23.0,2,Bachelors,5.6,3.84,7,0,94.6,0.0,Laptop,other,paid,1.0,yes,64.1,requested extension,1.0,0
L-02684,2026-02-21,23.0,2,Bachelors,13.7,4.5,3,3,70.3,1.0,Mobile,instagram,scholarship,12.0,Y,71.1,requested extension,1.0,1
L-00529,2026-03-06,24.0,1,Bachelors,8.0,3.01,8,4,29.9,0.0,Laptop,school_partner,paid,19.0,Y,72.4,-,1.0,0
L-00794,2026-01-13,19.0,3,Diploma,8.2,2.23,0,2,0.0,1.0,Mobile,school_partner,free,12.0,0,20.4,duplicate?  check,0.0,1
L-00714,2026-01-03,25.0,2,High School,8.2,3.01,5,3,45.5,1.0,Mobile,instagram,free,7.0,Y,86.1,called on phone,1.0,0
L-02470,2026-06-23,22.0,3,High School,7.1,3.47,0,4,17.5,0.0,Mobile,youtube,free,12.0,FALSE,,duplicate?  check,0.0,1
L-01890,2026-02-25,26.0,2,High School,9.0,3.13,7,0,33.8,0.0,Mobile,youtube,free,12.0,FALSE,,called on phone,0.0,1
L-01964,2026-05-14,22.0,3,High School,15.2,1.6,5,8,43.4,1.0,Laptop,school_partner,scholarship,14.0,Y,78.6,,1.0,0
L-00691,2026-05-06,21.0,2,Bachelors,10.2,4.51,3,4,18.0,0.0,Desktop,instagram,scholarship,12.0,1,64.7,,1.0,1
L-01967,2026-05-18,25.0,1,Bachelors,9.2,2.75,5,3,72.5,1.0,Mobile,youtube,free,12.0,TRUE,89.9,,1.0,1
L-01462,2026-04-24,21.0,3,Bachelors,6.5,4.0,6,4,69.6,0.0,Tablet,instagram,free,14.0,0,,,0.0,0
L-00571,2026-05-02,16.0,1,High School,11.7,0.45,1,4,0.0,0.0,Laptop,ngo_outreach,scholarship,12.0,no,,,0.0,1
L-01686,2026-01-12,22.0,2,High School,10.9,3.3,3,3,12.5,0.0,Laptop,school_partner,free,12.0,FALSE,,duplicate?  check,0.0,1
L-02069,2026-01-19,17.0,2,High School,7.5,4.77,3,2,40.1,1.0,Mobile,friend,paid,10.0,Y,73.3,-,1.0,0
L-01113,2026-01-21,24.0,2,Bachelors,5.9,4.62,5,3,94.9,0.0,Tablet,school_partner,free,15.0,No,,duplicate?  check,0.0,0
L-01742,2026-04-07,23.0,2,Diploma,6.4,4.2,4,0,42.1,0.0,Laptop,instagram,scholarship,12.0,no,,requested extension,0.0,1
L-02749,2026-05-08,21.0,2,Bachelors,9.8,4.98,7,6,77.5,0.0,Mobile,friend,free,11.0,1,55.6,follow up next intake,1.0,0
L-02094,2026-01-10,15.0,2,Diploma,6.7,0.86,4,1,21.4,0.0,Desktop,school_partner,free,12.0,FALSE,,,0.0,1
L-02567,2026-05-11,26.0,2,Masters,9.5,3.16,5,2,12.5,0.0,Mobile,youtube,scholarship,8.0,N,,,0.0,0
L-01314,2026-01-23,27.0,2,Bachelors,6.1,2.33,3,1,23.6,0.0,Mobile,instagram,scholarship,17.0,no,,,0.0,0
L-00172,2026-04-23,15.0,3,High School,7.0,2.52,2,4,1.8,1.0,Mobile,school_partner,scholarship,12.0,N,,requested extension,0.0,1
L-00968,2026-06-26,21.0,2,Diploma,7.7,2.56,6,2,100.0,1.0,Laptop,instagram,scholarship,7.0,Yes,69.3,,1.0,0
L-00656,2026-04-02,21.0,2,High School,7.1,3.21,0,1,28.6,0.0,Mobile,youtube,free,12.0,N,,duplicate?  check,0.0,1
L-01007,2026-03-07,20.0,2,High School,6.2,6.49,6,5,47.6,0.0,Laptop,friend,scholarship,19.0,TRUE,84.4,,1.0,0
L-00257,2026-03-11,15.0,1,Bachelors,11.4,0.5,2,5,26.1,0.0,Desktop,ngo_outreach,free,15.0,0,,asked about certificate,0.0,0
L-02104,2026-02-20,17.0,1,Bachelors,6.5,2.89,4,1,100.0,1.0,Mobile,instagram,paid,18.0,TRUE,72.4,,1.0,0
L-00296,2026-05-07,20.0,2,Bachelors,1.0,2.32,3,1,18.4,1.0,Mobile,youtube,free,8.0,0,,asked about certificate,0.0,0
L-02447,2026-06-14,21.0,2,Bachelors,5.4,2.38,3,6,55.8,1.0,Laptop,other,scholarship,12.0,N,,,0.0,1
L-01075,2026-01-09,20.0,2,Masters,11.3,2.73,5,1,38.6,0.0,Mobile,youtube,scholarship,12.0,no,,,0.0,1
L-01554,2026-06-03,19.0,3,Bachelors,12.9,6.88,3,0,46.4,1.0,Mobile,youtube,scholarship,10.0,Y,41.7,asked about certificate,0.0,0
L-00192,2026-06-06,17.0,2,Bachelors,7.1,3.56,5,8,62.6,0.0,Laptop,school_partner,free,12.0,No,,-,0.0,1
L-01985,2026-02-26,16.0,3,Bachelors,11.8,5.59,5,6,85.1,0.0,Desktop,instagram,paid,15.0,yes,81.3,,1.0,0
L-01568,2026-02-11,22.0,2,Masters,3.5,2.79,5,10,41.4,0.0,Mobile,friend,free,12.0,0,,,0.0,1
L-01917,2026-04-03,17.0,3,High School,12.7,2.2,1,1,14.6,0.0,Desktop,ngo_outreach,paid,9.0,No,,,0.0,0
L-01169,2026-02-03,19.0,3,High School,7.0,5.22,7,14,71.6,1.0,Mobile,youtube,free,14.0,Yes,71.6,asked about certificate,1.0,0
